20050114:1710,0.0,0.0,1.71,3.66,0.0
20050114:1810,0.0,0.0,1.15,3.79,0.0
20050114:1910,0.0,0.0,0.98,4.0,0.0
20050114:2010,0.0,0.0,0.99,4.41,0.0
20050114:2110,0.0,0.0,0.84,4.69,0.0
20050114:2210,0.0,0.0,1.03,4.9,0.0
20050114:2310,0.0,0.0,1.12,4.97,0.0
20050115:0010,0.0,0.0,1.04,4.97,0.0
20050115:0110,0.0,0.0,0.66,4.76,0.0
20050115:0210,0.0,0.0,0.53,4.69,0.0
20050115:0310,0.0,0.0,0.29,4.62,0.0
20050115:0410,0.0,0.0,0.32,4.62,0.0
20050115:0510,0.0,0.0,0.4,4.62,0.0
20050115:0610,0.0,0.0,0.48,4.55,0.0
20050115:0710,0.0,0.0,1.19,4.76,0.0
20050115:0810,83.0,10.58,1.71,4.55,0.0
20050115:0910,158.0,16.17,2.37,4.0,0.0
20050115:1010,71.0,19.64,2.71,4.0,0.0
20050115:1110,126.0,20.63,3.51,4.69,0.0
20050115:1210,47.0,19.05,3.71,4.41,0.0
20050115:1310,115.0,15.06,3.92,3.93,0.0
20050115:1410,29.0,9.04,3.78,3.72,0.0
20050115:1510,5.0,1.47,3.17,2.62,0.0
20050115:1610,0.0,0.0,1.64,2.34,0.0
20050115:1710,0.0,0.0,0.62,2.28,0.0
20050115:1810,0.0,0.0,-0.01,2.07,0.0
20050115:1910,0.0,0.0,-1.29,2.0,0.0
20050115:2010,0.0,0.0,-2.16,2.07,0.0
20050115:2110,0.0,0.0,-2.78,2.07,0.0
20050115:2210,0.0,0.0,-3.1,1.86,0.0
20050115:2310,0.0,0.0,-3.6,1.86,0.0
20050116:0010,0.0,0.0,-3.82,1.72,0.0
20050116:0110,0.0,0.0,-3.66,1.52,0.0
20050116:0210,0.0,0.0,-3.79,1.45,0.0
20050116:0310,0.0,0.0,-3.94,1.45,0.0
20050116:0410,0.0,0.0,-3.95,1.31,0.0
20050116:0510,0.0,0.0,-4.11,1.31,0.0
20050116:0610,0.0,0.0,-4.14,1.31,0.0
