20160115:0110,0.0,0.0,0.0,-1.42,2.14,0.0
20160115:0210,0.0,0.0,0.0,0.29,3.59,0.0
20160115:0310,0.0,0.0,0.0,1.11,4.76,0.0
20160115:0410,0.0,0.0,0.0,1.54,4.9,0.0
20160115:0510,0.0,0.0,0.0,1.56,4.34,0.0
20160115:0610,0.0,0.0,0.0,1.37,3.72,0.0
20160115:0710,2.06,9.5,3.36,1.3,2.97,0.0
20160115:0810,32.22,46.03,10.62,1.51,2.28,0.0
20160115:0910,54.06,69.04,16.2,2.72,2.07,0.0
20160115:1010,92.57,107.82,19.65,3.85,3.17,0.0
20160115:1110,107.47,122.54,20.64,4.49,4.55,0.0
20160115:1210,436.39,442.46,19.04,4.87,5.38,0.0
20160115:1310,580.96,591.41,15.04,4.87,5.79,0.0
20160115:1410,27.66,41.47,9.01,4.16,5.1,0.0
20160115:1510,0.0,0.0,0.0,3.07,5.45,0.0
20160115:1610,0.0,0.0,0.0,2.07,5.45,0.0
20160115:1710,0.0,0.0,0.0,1.4,5.45,0.0
20160115:1810,0.0,0.0,0.0,0.96,5.24,0.0
20160115:1910,0.0,0.0,0.0,1.06,4.69,0.0
20160115:2010,0.0,0.0,0.0,0.74,4.55,0.0
20160115:2110,0.0,0.0,0.0,0.46,4.34,0.0
20160115:2210,0.0,0.0,0.0,0.74,4.21,0.0
20160115:2310,0.0,0.0,0.0,0.5,4.07,0.0
20160116:0010,0.0,0.0,0.0,0.31,4.21,0.0
20160116:0110,0.0,0.0,0.0,0.1,4.14,0.0
20160116:0210,0.0,0.0,0.0,-0.27,4.0,0.0
20160116:0310,0.0,0.0,0.0,-0.05,4.0,0.0
20160116:0410,0.0,0.0,0.0,-0.11,4.0,0.0
20160116:0510,0.0,0.0,0.0,-0.36,3.93,0.0
20160116:0610,0.0,0.0,0.0,-0.52,4.0,0.0
20160116:0710,6.81,16.42,3.47,-0.88,3.86,0.0
20160116:0810,466.96,468.41,10.74,-0.37,3.38,0.0
20160116:0910,557.01,556.85,16.35,0.56,4.83,0.0
20160116:1010,137.9,149.53,19.82,1.06,5.52,0.0
20160116:1110,324.2,325.8,20.82,1.42,5.72,0.0
20160116:1210,239.77,246.0,19.24,1.87,5.52,0.0
20160116:1310,65.78,80.37,15.24,2.0,5.17,0.0
20160116:1410,32.81,46.66,9.22,1.83,4.69,0.0
20160116:1510,0.0,1.73,1.63,1.21,3.52,0.0
20160116:1610,0.0,0.0,0.0,0.08,3.03,0.0
20160116:1710,0.0,0.0,0.0,-0.69,2.83,0.0
20160116:1810,0.0,0.0,0.0,-1.24,2.69,0.0
20160116:1910,0.0,0.0,0.0,-2.02,2.9,0.0
20160116:2010,0.0,0.0,0.0,-2.44,2.69,0.0
20160116:2110,0.0,0.0,0.0,-2.9,2.55,0.0
20160116:2210,0.0,0.0,0.0,-3.45,2.14,0.0
20160116:2310,0.0,0.0,0.0,-4.22,1.79,0.0
20160117:0010,0.0,0.0,0.0,-4.55,1.52,0.0
20160117:0110,0.0,0.0,0.0,-4.2,1.24,0.0
20160117:0210,0.0,0.0,0.0,-3.97,1.1,0.0
20160117:0310,0.0,0.0,0.0,-4.09,1.03,0.0
20160117:0410,0.0,0.0,0.0,-4.77,1.24,0.0
20160117:0510,0.0,0.0,0.0,-4.82,1.31,0.0
20160117:0610,0.0,0.0,0.0,-4.66,1.52,0.0
20160117:0710,1.63,8.64,3.59,-3.12,1.72,0.0
20160117:0810,32.87,46.03,10.88,-2.4,2.69,0.0
20160117:0910,189.77,196.22,16.5,-2.06,3.03,0.0
20160117:1010,101.65,114.24,20.0,-1.46,3.52,0.0
20160117:1110,779.06,797.17,21.02,-0.94,4.14,0.0
20160117:1210,746.39,757.28,19.44,-0.44,4.76,0.0
20160117:1310,346.99,345.51,15.45,-0.41,5.03,0.0
20160117:1410,45.76,59.62,9.43,-0.62,5.03,0.0
20160117:1510,0.25,6.05,1.83,-1.32,4.21,0.0
20160117:1610,0.0,0.0,0.0,-2.29,4.07,0.0
20160117:1710,0.0,0.0,0.0,-2.99,4.21,0.0
20160117:1810,0.0,0.0,0.0,-3.4,4.28,0.0
20160117:1910,0.0,0.0,0.0,-3.83,4.34,0.0
20160117:2010,0.0,0.0,0.0,-4.08,4.34,0.0
20160117:2110,0.0,0.0,0.0,-4.42,4.28,0.0
20160117:2210,0.0,0.0,0.0,-4.51,4.07,0.0
20160117:2310,0.0,0.0,0.0,-4.5,4.07,0.0
20160118:0010,0.0,0.0,0.0,-4.53,4.0,0.0
20160118:0110,0.0,0.0,0.0,-4.64,3.86,0.0
20160118:0210,0.0,0.0,0.0,-4.71,3.66,0.0
20160118:0310,0.0,0.0,0.0,-4.88,3.45,0.0
20160118:0410,0.0,0.0,0.0,-4.99,3.38,0.0
20160118:0510,0.0,0.0,0.0,-5.07,3.24,0.0
20160118:0610,0.0,0.0,0.0,-5.2,3.03,0.0
20160118:0710,8.99,19.01,3.71,-4.69,2.62,0.0
20160118:0810,470.04,467.05,11.02,-3.66,2.55,0.0
20160118:0910,699.8,708.38,16.67,-2.49,3.31,0.0
20160118:1010,802.37,830.81,20.19,-1.82,3.1,0.0
20160118:1110,829.05,867.41,21.22,-1.03,3.03,0.0
20160118:1210,730.51,755.1,19.66,-0.71,2.76,0.0
20160118:1310,572.63,582.02,15.66,-0.62,2.41,0.0
20160118:1410,341.6,347.9,9.64,-0.69,2.07,0.0
20160118:1510,0.67,6.91,2.04,-1.17,1.45,0.0
20160118:1610,0.0,0.0,0.0,-1.74,1.24,0.0
20160118:1710,0.0,0.0,0.0,-2.94,1.31,0.0
20160118:1810,0.0,0.0,0.0,-3.77,1.24,0.0
20160118:1910,0.0,0.0,0.0,-3.29,0.69,0.0
20160118:2010,0.0,0.0,0.0,-3.45,0.48,0.0
20160118:2110,0.0,0.0,0.0,-3.65,0.62,0.0
20160118:2210,0.0,0.0,0.0,-3.84,0.41,0.0
20160118:2310,0.0,0.0,0.0,-3.95,0.28,0.0
20160119:0010,0.0,0.0,0.0,-4.07,0.69,0.0
20160119:0110,0.0,0.0,0.0,-5.26,1.17,0.0
20160119:0210,0.0,0.0,0.0,-6.05,1.52,0.0
20160119:0310,0.0,0.0,0.0,-6.31,1.66,0.0
20160119:0410,0.0,0.0,0.0,-6.36,1.72,0.0
20160119:0510,0.0,0.0,0.0,-6.5,1.72,0.0
20160119:0610,0.0,0.0,0.0,-6.53,1.72,0.0
20160119:0710,7.01,16.42,3.83,-5.69,1.24,0.0
20160119:0810,426.38,425.86,11.17,-4.17,1.31,0.0
20160119:0910,616.18,625.63,16.84,-3.25,1.72,0.0
20160119:1010,563.08,569.33,20.38,-2.46,1.86,0.0
